Assemblies	penguin	megahit	metaspades	rnaspades	rnaviralspades	savage	iva	vicuna	haploflow	Cov	metaviralspades
HIV1.cut.id_AB253703.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253704.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253705.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB253706.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253707.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253708.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253709.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253710.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253711.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253712.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253713.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253714.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253715.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253716.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253717.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253718.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253719.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253720.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253721.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253722.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB253723.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253724.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB253725.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254141.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254142.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254143.1	-	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254144.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254145.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254146.1	0.0	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254147.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB254148.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB254149.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254150.1	0.0	0.0	-	0.0	0.0	-	-	-	-	1	-
HIV1.cut.id_AB254151.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254152.1	0.0	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254153.2	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254154.1	0.0	-	-	0.0	0.0	-	-	-	-	1	-
HIV1.cut.id_AB254155.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB254156.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286849.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286850.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286851.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286852.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286853.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286854.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286855.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB286856.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286857.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286858.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286859.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286860.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286861.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB286862.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286863.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB286864.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286955.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB286956.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287003.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287004.1	-	-	0.0	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB287363.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287364.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287365.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287366.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287367.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287368.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287369.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287370.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB287371.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287372.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287376.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB287377.1	-	-	-	-	0.0	-	-	-	-	1	-
HIV1.cut.id_AB287378.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB287379.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB289587.1	0.0	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB289588.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB289589.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB289590.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428551.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428552.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428553.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB428554.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428555.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428556.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428557.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428558.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428559.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB428560.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB428561.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB428562.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480044.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480045.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480046.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480047.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480048.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB480298.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB480299.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480300.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB480301.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB480692.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480693.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480694.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480695.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480696.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480697.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB480698.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485632.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485633.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485634.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485635.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485636.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485637.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485638.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485639.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485640.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485641.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485642.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485643.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485644.1	0.0	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485645.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485646.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485647.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485648.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485649.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485650.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485651.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485652.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485653.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485654.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB485655.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485656.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485657.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485658.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485659.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485660.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485661.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485662.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB485663.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485664.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB485665.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB485666.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485667.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485668.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485669.1	0.0	-	0.0	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB547463.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB547464.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564744.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564745.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564746.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565478.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565479.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565495.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB565496.1	0.0	0.0	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565497.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565498.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565499.1	-	-	-	-	0.0	-	-	-	-	1	-
HIV1.cut.id_AB565500.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB565501.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565502.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB565503.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565504.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604946.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604947.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604948.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604949.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604950.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604951.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB641836.2	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB641837.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB646289.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB646691.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB731663.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731664.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB731665.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB731666.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731667.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731668.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731669.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731670.1	-	-	-	-	0.0	-	-	-	-	1	-
HIV1.cut.id_AB746342.2	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746343.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746344.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746345.2	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845344.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845345.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AB845346.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845347.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845348.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845349.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB859012.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF003887.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF003888.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF004394.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF004885.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005494.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005495.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005496.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF033819.3	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042100.1	-	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AF042101.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042102.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042103.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042104.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042105.1	0.0	-	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AF042106.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049337.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049494.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049495.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061640.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061641.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061642.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF063223.1	0.0	0.0	-	0.0	-	-	-	-	-	1	-
HIV1.cut.id_AF063224.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF064699.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067154.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067155.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067156.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067157.1	0.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067158.1	0.0	-	-	-	-	-	-	-	-	1	-
