Assemblies	penguin	megahit	metaspades	rnaspades	rnaviralspades	savage	iva	vicuna	haploflow	Cov	metaviralspades
HIV1.cut.id_AB485658.1	25.751	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485659.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485660.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485661.1	11.491	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485662.1	29.157	-	-	12.124	-	-	-	-	-	1	-
HIV1.cut.id_AB485663.1	14.243	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485664.1	-	-	-	12.508	-	-	-	-	-	1	-
HIV1.cut.id_AB485665.1	25.35	-	-	13.436	-	-	-	-	-	1	-
HIV1.cut.id_AB485666.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485667.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485668.1	13.27	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB485669.1	19.292	-	15.69	12.249	-	-	-	-	-	1	-
HIV1.cut.id_AB547463.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB547464.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564744.1	9.287	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564745.1	12.065	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB564746.1	15.662	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565478.1	15.569	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565479.1	20.69	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565495.1	-	-	-	12.643	-	-	-	-	-	1	-
HIV1.cut.id_AB565496.1	21.631	6.766	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565497.1	11.11	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565498.1	12.361	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565499.1	-	-	-	-	21.067	-	-	-	-	1	-
HIV1.cut.id_AB565500.1	29.736	-	-	11.859	-	-	-	-	-	1	-
HIV1.cut.id_AB565501.1	9.569	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565502.1	12.799	-	-	11.686	-	-	-	-	-	1	-
HIV1.cut.id_AB565503.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB565504.1	12.962	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604946.1	7.961	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604947.1	13.05	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604948.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604949.1	13.302	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604950.1	16.442	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB604951.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB641836.2	5.77	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB641837.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB646289.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB646691.1	11.678	-	-	15.476	-	-	-	-	-	1	-
HIV1.cut.id_AB731663.1	5.88	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731664.1	17.36	-	-	2.497	-	-	-	-	-	1	-
HIV1.cut.id_AB731665.1	11.311	-	-	15.942	-	-	-	-	-	1	-
HIV1.cut.id_AB731666.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731667.1	22.856	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731668.1	14.129	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731669.1	29.594	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB731670.1	-	-	-	-	6.526	-	-	-	-	1	-
HIV1.cut.id_AB746342.2	11.595	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746343.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746344.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB746345.2	15.933	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845344.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845345.1	-	-	-	10.795	-	-	-	-	-	1	-
HIV1.cut.id_AB845346.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845347.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845348.1	21.537	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB845349.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AB859012.1	12.718	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF003887.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF003888.1	88.468	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF004394.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF004885.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005494.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005495.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF005496.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF033819.3	56.544	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042100.1	-	-	-	13.871	-	-	-	-	-	1	-
HIV1.cut.id_AF042101.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042102.1	27.283	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042103.1	7.578	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042104.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF042105.1	15.192	-	-	7.013	-	-	-	-	-	1	-
HIV1.cut.id_AF042106.1	16.722	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049337.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049494.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF049495.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061640.1	11.041	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061641.1	11.451	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF061642.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF063223.1	26.805	1.178	-	8.687	-	-	-	-	-	1	-
HIV1.cut.id_AF063224.1	15.088	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF064699.1	17.229	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067154.1	15.584	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067155.1	12.064	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067156.1	12.237	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067157.1	33.189	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_AF067158.1	39.269	-	-	-	-	-	-	-	-	1	-
